date,hd
1962-07-01,0.00429009048366566
1962-10-01,0.00721016716545103
1963-01-01,-0.0181741798884564
1963-04-01,-0.113627949292791
1963-07-01,-0.27951668456833
1963-10-01,-0.295755498080092
1964-01-01,-0.309773269952239
1964-04-01,-0.296083658294737
1964-07-01,-0.115994439915139
1964-10-01,0.138898315885746
1965-01-01,0.221179954208457
1965-04-01,0.238512650015165
1965-07-01,0.365136254390289
1965-10-01,0.40428214326255
1966-01-01,0.529154299663377
1966-04-01,0.660542907335016
1966-07-01,0.733913091216934
1966-10-01,0.77185942036004
1967-01-01,0.859360188767566
1967-04-01,0.954502310321788
1967-07-01,0.956327107938857
1967-10-01,0.891233292230381
1968-01-01,0.607474006143269
1968-04-01,0.209707859307301
1968-07-01,-0.0510421979124562
1968-10-01,-0.168319269223564
1969-01-01,-0.369941640161748
1969-04-01,-0.712486833640119
1969-07-01,-1.00189111712576
1969-10-01,-1.15341341281226
1970-01-01,-1.1115774070442
1970-04-01,-0.878883734855567
1970-07-01,-0.607567336490032
1970-10-01,-0.272863472148691
1971-01-01,0.0962637783162398
1971-04-01,0.24924530419919
1971-07-01,0.24815105143475
1971-10-01,0.152745464479473
1972-01-01,0.186791728724419
1972-04-01,0.131204559727803
1972-07-01,0.0815764569116957
1972-10-01,-0.0533870019031916
1973-01-01,-0.380971587667696
1973-04-01,-0.715300378141507
1973-07-01,-1.1470504747831
1973-10-01,-1.34919270049322
1974-01-01,-1.32213666157681
1974-04-01,-1.26641828142265
1974-07-01,-1.22833610027737
1974-10-01,-0.641239982623866
1975-01-01,0.312569783993246
1975-04-01,0.982849881102792
1975-07-01,1.24759982698098
1975-10-01,1.40797277525888
1976-01-01,1.45685297432466
1976-04-01,1.47799678397449
1976-07-01,1.31910724126327
1976-10-01,1.09157277368468
1977-01-01,0.803040457869516
1977-04-01,0.406573684051346
1977-07-01,0.0490083519429271
1977-10-01,-0.362879187466559
1978-01-01,-0.677149708449729
1978-04-01,-1.0728357054477
1978-07-01,-1.28155568810597
1978-10-01,-1.544065224051
1979-01-01,-1.69421787441291
1979-04-01,-1.59629588440561
1979-07-01,-1.68040569586665
1979-10-01,-1.84288482923504
1980-01-01,-1.74576959173941
1980-04-01,-1.22842191344754
1980-07-01,-0.75828767026742
1980-10-01,-1.00391857794389
1981-01-01,-1.14866763560631
1981-04-01,-1.06555713810176
1981-07-01,-0.696707564237878
1981-10-01,0.121504596028097
1982-01-01,0.750804411672187
1982-04-01,1.02698713883799
1982-07-01,1.47738745825555
1982-10-01,1.7944145898198
1983-01-01,1.890266983904
1983-04-01,1.77162292181653
1983-07-01,1.54392114260735
1983-10-01,1.50688511103578
1984-01-01,1.57219886868453
1984-04-01,1.50821304920467
1984-07-01,1.4404800645739
1984-10-01,1.44160986220558
1985-01-01,1.46333530151335
1985-04-01,1.51985737660063
1985-07-01,1.3716526526386
1985-10-01,1.09637986285872
1986-01-01,0.769023315789641
1986-04-01,0.52007319685003
1986-07-01,0.287421828554628
1986-10-01,-0.00181014564299697
1987-01-01,-0.347440293755063
1987-04-01,-0.532216380807792
1987-07-01,-0.575881810448107
1987-10-01,-0.744371978212134
1988-01-01,-0.801767196144586
1988-04-01,-0.844778483806491
1988-07-01,-0.932043554100577
1988-10-01,-1.04478434287085
1989-01-01,-1.1649924130519
1989-04-01,-1.25225494323237
1989-07-01,-1.14956933725978
1989-10-01,-0.962408534364656
1990-01-01,-0.732645562200254
1990-04-01,-0.457925668352473
1990-07-01,-0.200806513269477
1990-10-01,0.116049143581844
1991-01-01,0.45256455167127
1991-04-01,0.524097283484205
1991-07-01,0.497201096626577
1991-10-01,0.518727459432108
1992-01-01,0.489004427140338
1992-04-01,0.473960564473298
1992-07-01,0.422162981346626
1992-10-01,0.367337701541539
1993-01-01,0.282673323644955
1993-04-01,0.155765339535307
1993-07-01,-0.0600000577048261
1993-10-01,-0.193264793834244
1994-01-01,-0.271457941739775
1994-04-01,-0.366160872636225
1994-07-01,-0.434199143410876
1994-10-01,-0.509921531809367
1995-01-01,-0.5848513543354
1995-04-01,-0.654726000723757
1995-07-01,-0.70960010598467
1995-10-01,-0.695496816603395
1996-01-01,-0.579647638450156
1996-04-01,-0.439817967670598
1996-07-01,-0.267801284779847
1996-10-01,-0.0906456754551823
1997-01-01,0.0503021878833753
1997-04-01,0.155676872056561
1997-07-01,0.208379222723691
1997-10-01,0.189139682078146
1998-01-01,0.224990252658905
1998-04-01,0.278603933765503
1998-07-01,0.23345455486813
1998-10-01,0.219294052603184
1999-01-01,0.336358662459573
1999-04-01,0.442263600535425
1999-07-01,0.48692940541896
1999-10-01,0.460117650190338
2000-01-01,0.351664391973267
2000-04-01,0.225804297581565
2000-07-01,0.144232949258903
2000-10-01,0.0444303882893197
2001-01-01,0.0472462626848219
2001-04-01,0.228589209951889
2001-07-01,0.441445017046257
2001-10-01,0.703291905174844
2002-01-01,0.841543095247083
2002-04-01,0.808543706372702
2002-07-01,0.66873019386847
2002-10-01,0.597082571192039
2003-01-01,0.416674371649084
2003-04-01,0.250624314540191
2003-07-01,0.173326726664551
2003-10-01,0.0239503788992261
2004-01-01,-0.11197320890796
2004-04-01,-0.16233399213313
2004-07-01,-0.305591256298622
2004-10-01,-0.526680820279553
2005-01-01,-0.762304482529216
2005-04-01,-0.99350002532968
2005-07-01,-1.16353005768246
2005-10-01,-1.24508634177899
2006-01-01,-1.30391968060676
2006-04-01,-1.32863827711026
2006-07-01,-1.30596411369259
2006-10-01,-1.28662820900515
2007-01-01,-1.21807158881253
2007-04-01,-1.04188659321175
2007-07-01,-0.875662019589719
2007-10-01,-0.638466153268069
2008-01-01,-0.267743826573583
2008-04-01,0.198804305181691
2008-07-01,0.619484549639442
2008-10-01,1.14392316566899
2009-01-01,1.44926575015482
2009-04-01,1.35772659671357
2009-07-01,0.995065625801166
2009-10-01,0.653975255427331
2010-01-01,0.349493776526989
2010-04-01,0.0941890883495629
2010-07-01,-0.0322843958800077
2010-10-01,-0.0731946081869454
2011-01-01,-0.0345741542475366
2011-04-01,0.054595910049537
2011-07-01,0.0164922907560916
2011-10-01,0.0237832211574708
2012-01-01,0.0786149962820561
2012-04-01,0.133039260755129
2012-07-01,0.182080131228881
2012-10-01,0.176040912377321
2013-01-01,0.224915367146791
2013-04-01,0.27830357805161
2013-07-01,0.384238613781195
2013-10-01,0.411279241862004
2014-01-01,0.382521871082912
2014-04-01,0.356342119273388
2014-07-01,0.302014732015713
2014-10-01,0.234275198335164
2015-01-01,0.218512206555522
2015-04-01,0.21848467313375
2015-07-01,0.145597446888942
2015-10-01,0.0595886882926911
2016-01-01,-0.0533917861607731
2016-04-01,-0.200652593041703
2016-07-01,-0.351915112265311
2016-10-01,-0.39261993679192
2017-01-01,-0.440880350831096
